id,class,set
anton_webern__8_early_songs_for_voice_and_piano_190104segment14,20th century traditional figure,train
pierre_boulez__le_marteau_sans_maitresegment65,20th century abstractionism,train
parade_by_erik_satie_audio__sheet_musicsegment15,20th century experimental open view,train
liszt__12_etudes_dexecution_transcendante_claudio_arrausegment108,Romanticism figure,train
elektra_op58__by_r_strauss_audio__sheet_musicsegment25,20th century experimental open view,train
mayan_music_playlist_2_ultra_extendedsegment134,American traditional folklore,train
brian_eno__lux_stretched_high_qualitysegment14,Electronic music,train
stan_getz_greatest_hits_collection__the_best_of_stan_getz__instrumental_saxophone_musicsegment121,Modern instrumental music,train
joseph_haydn__the_creationsegment106,Baroque Classical symbolism,train
ives__symphony_4_audio__scoresegment27,20th century experimental open view,train
dvorak_string_quartet_12_americansegment9,20th century traditional figure,train
the_best_song_of_richard_wagner___richard_wagne_top_hit_collectionsegment6,Romanticism open view,test
olivier_messiaen__livre_du_saintsacrementsegment79,20th century experimental figure,train
killswitch_engage___as_daylight_dies_full_albumsegment111,Heavy metal,train
dance_hits_90ssegment233,Electronic music,train
bach__partitas_nos_123456_bwv_825830__remastered_centurys_recording_glenn_gouldsegment179,Baroque Classical secular subject,train
bartok__mikrokosmos_complete_with_scoresegment36,20th century experimental figure,train
modest_mussorgsky_pieces_for_pianosegment83,Romanticism figure,train
messages_of_the_late_miss_ry_troussovasegment51,20th century abstractionism,train
gustav_mahler__symphony_no_10_cooke_audio__full_scoresegment90,20th century traditional open view,train
ligeti_string_quartetssegment106,20th century abstractionism,train
schubert_selected_liedersegment45,Romanticism figure,validation
antonio_vivaldi__le_quattro_stagioni__the_four_seasons__classical_musicsegment9,Baroque Classical secular subject,train
monteverdi_choral_masterworkssegment91,Renaissance symbolism,train
soad_greatest_hits_full_album___best_songs_of_soad_playlist_2023segment127,Heavy metal,train
direstraits_greatest_hits_full_playlist_2021__best_songs_of_direstraits_all_timesegment78,Modern instrumental music,train
tina_turner__greatest_hits__full_album_2023segment139,Modern instrumental music,validation
smetana_ma_vlastsegment107,Romanticism open view,train
java__gamelans_from_the_sultans_palace_in_jogjakartasegment45,Asian traditional folklore,train
chopin__piano_concertos_no1_2__remastered_centurys_recording_arthur_rubinsteinsegment86,Romanticism open view,train
jeanbaptiste_lully_te_deum_grand_motet_lwv_55segment67,Baroque Classical symbolism,test
schubert_selected_liedersegment38,Romanticism figure,test
maroon_5__best_songs_collection_2023__greatest_hits_songs_of_all_timesegment262,Electronic music,train
gilels_beethoven_piano_sonata_no31_in_a_flat_op110segment30,Baroque Classical secular subject,validation
georgian_folk_music__georgian_instrumental_music__collection_of_amazing_georgian_music__caucasiansegment55,European traditional folklore,train
sacred_chants_and_tibetan_rituals_from_the_monastery_of_miriksegment35,Asian traditional folklore,train
relaxing_music_spirit_of_american_indians_native_american_indian_music_native_flute_musicsegment38,American traditional folklore,train
charles_iveslarry_austin__universe_symphony_symphony_no_6_wscoresegment50,20th century experimental open view,train
the_best_of_webersegment125,Romanticism open view,validation
prokofiev_violin_concerto_no_2_in_g_minor_op_63_josefowiczsegment30,20th century traditional open view,train
rimskykorsakov_scheherazade_svetlanov__ussr_state_symphony_orch__1969segment9,20th century traditional open view,train
cumbias_chichadelicas__peruvian_psychedelic_chicha_infopesa_disco_completo__full_albumsegment2,Modern instrumental music,train
cosmic_baby__stellar_supreme_1992segment47,Electronic music,train
alban_berg__wozzeck_score_videosegment75,20th century experimental open view,train
1_hour_of_the_best_instrumental_opera_music__by_gaetano_donizettisegment72,Romanticism open view,train
chopin_complete_sonatas__music_compilationsegment72,Romanticism figure,train
pierre_schaeffer__pierre_henry_orphee_53_1953segment29,20th century abstractionism,train
john_dunstable_c13901453__musician_to_the_plantagenetssegment89,Renaissance symbolism,train
java__gamelans_from_the_sultans_palace_in_jogjakartasegment127,Asian traditional folklore,train
mozart__sacred_music__mass_oratorio_vesperea__presentation_centurys_record__andre_charlinsegment177,Baroque Classical symbolism,test
sibelius__finlandia_karelia_suite_valse_triste___presentat_cent_rec__sir_john_barbirollisegment156,20th century traditional open view,train
hindemithquartetn1segment59,20th century traditional figure,train
alban_berg__piano_sonata_op_1segment13,20th century experimental figure,train
n_i_g_h_t_w_i_s_h_greatest_hits_full_album__best_songs_of_n_i_g_h_t_w_i_s_h_playlist_2021segment53,Heavy metal,train
schubert_piano_trios_1__2segment160,Romanticism figure,train
frankie_knuckles_tales_from_beyond_the_tonearm_the_soultronic_sidesegment124,Electronic music,train
legendary_divas__mariah_carey__greatest_hits_full_albumsegment55,Electronic music,train
scandinavian_folk_music____best_scandinavian_traditional_musicsegment116,European traditional folklore,train
monteverdi_choral_masterworkssegment5,Renaissance symbolism,train
gems_of_the_renaissance_musicsegment33,Renaissance secular subject,train
avril_lavigne_greatest_hits_full_album__best_songs_of__avril_lavigne_playlistsegment43,Electronic music,train
joseph_haydn__the_creationsegment133,Baroque Classical symbolism,train
century_xii_medieval_sacred_songssegment200,Renaissance symbolism,test
turangalila_symphony__olivier_messiaensegment44,20th century experimental open view,train
__the_best_of_east_europe_folk__2021segment87,European traditional folklore,test
blacksabbath_greatest_hits_full_album__best_songs_of_blacksabbath_playlist_2021segment174,Heavy metal,train
brian_eno__lux_stretched_high_qualitysegment6,Electronic music,train
anton_bruckner__symphony_no7_in_e_major__herbert_von_karajan_wiener_philharmoniker_1989segment82,Romanticism open view,test
john_cage_piano_works_full_albumsegment155,20th century abstractionism,train
maurice_ravel__piano_concerto_in_g_majorsegment42,20th century traditional open view,train
john_dunstable_c13901453__musician_to_the_plantagenetssegment52,Renaissance symbolism,train
renaissance_choral_masterpiecessegment31,Renaissance symbolism,train
bach_the_welltempered_clavier_book_1_harpsichord_pierre_hantaisegment54,Baroque Classical secular subject,train
robert_schumann_humoreske_op_20_1839segment23,Romanticism figure,train
jsbach_complete_orchestralsuites__oklemperer_newphilharmoniao__1969segment43,Baroque Classical secular subject,validation
symphony_no7_seven_gates_of_jerusalem__krzysztof_pendereckisegment57,20th century abstractionism,train
full_album_megadeth__rust_in_peacesegment54,Heavy metal,train
josquin_desprez__motets__chansons__the_hilliard_ensemblesegment3,Renaissance symbolism,train
childrens_songs_from_the_world_south_of_indiasegment86,Asian traditional folklore,train
ligeti__le_grand_macabresegment187,20th century abstractionism,train
rameau_orchestral_masterpieces_selectionsegment12,Baroque Classical secular subject,train
motets_of_the_venetian_school_xvi_centurysegment77,Renaissance symbolism,test
zampogne_bagpipes__novene_di_natale_e_tarantelle_italia_19141980segment38,European traditional folklore,train
le_trio_joubran__mahmoud_darwish__in_the_shade_of_the_wordsfullsegment17,Asian traditional folklore,validation
brahms_complete_piano_trios__guarneri_trio_praguesegment17,Romanticism figure,train
h_purcell_the_tempest_or_the_enchanted_isle_z631monteverdi_choir__monteverdi_orchestrasegment40,Baroque Classical symbolism,train
bruckner_te_deum_wab_45_karajansegment3,Romanticism open view,validation
paul_hindemith_nobilissima_visione_1938segment32,20th century experimental open view,test
henry_purcell___sacred_musicsegment30,Baroque Classical symbolism,train
_qawwali__sufi_music_from_pakistansegment49,Asian traditional folklore,test
charles_ives__the_unanswered_questionsegment3,20th century experimental open view,train
arcangelo_corelli_16531713__sonate_da_chiesasegment26,Baroque Classical symbolism,train
aztec_indigenous_ancient_musicsegment58,American traditional folklore,train
stravinsky_pulcinella_with_scoresegment52,20th century traditional open view,train
tool__fear_inoculum_full_album_hqsegment36,Heavy metal,train
aram_khachaturian__spartacus_suite_no_2_1955_scoresegment9,20th century traditional open view,train
pines_of_rome_by_ottorino_respighi_scoresegment30,20th century traditional open view,train
shostakovich__piano_sonata_no_2_in_b_minor_op_61_sheet_musicsegment21,20th century experimental figure,train
chopin_complete_mazurkas_full_albumsegment166,Romanticism figure,train
a_vivaldi_concerti_con_molti_strumenti_europa_galante__f_biondisegment37,Baroque Classical secular subject,train
strauss_ii___waltzes_polkas__operettas__classical_music_collectionsegment102,20th century traditional figure,validation
afghanistan_songs_of_the_pashayi_19701971segment114,Asian traditional folklore,train
john_dowland__2_hours_with_the_best_lute_classical_music_hqsegment36,Renaissance secular subject,validation
rameau_orchestral_masterpieces_selectionsegment16,Baroque Classical secular subject,train
chad_music_from_tibestisegment81,African traditional folklore,train
___grand_collection__dmitriy_hvorostovskiysegment125,European traditional folklore,train
albeniz_by_alicia_de_larrocha__iberia_suite_espanola_tango_navarra__centurys_record_1962segment231,20th century traditional figure,train
blacksabbath_greatest_hits_full_album__best_songs_of_blacksabbath_playlist_2021segment146,Heavy metal,train
ravel_complete_piano_musicsegment95,20th century traditional figure,test
messiaen__quartet_for_the_end_of_time_themes_and_variationssegment14,20th century experimental figure,train
handel__messiah__by_london_philharmonic_complete_concertofullsegment16,Baroque Classical symbolism,train
square_pusher__feed_me_weird_things_full_albumsegment96,Electronic music,train
les_touareg__avec_les_seigneurs_des_sables__tassili_iforas_hoggarsegment87,African traditional folklore,train
smetana__piano_trio__oistrakh__knushevitsky__oborinsegment20,Romanticism figure,train
pierre_schaeffer__le_triedre_fertile_1978_full_album_2012_reissuesegment42,Electronic music,test
elektra_op58__by_r_strauss_audio__sheet_musicsegment72,20th century experimental open view,train
compositions_1960_no_9_arr_for_guitarsegment6,20th century abstractionism,train
frederic_chopin__19_nocturnes_rubinsteinsegment178,Romanticism figure,train
paul_hindemith_nobilissima_visione_1938segment41,20th century experimental open view,train
russian_folk_music__slavic_musicsegment61,European traditional folklore,train
chad_music_from_tibestisegment6,African traditional folklore,train
jazz_gillum__chicago_blues_on_airsegment2,African traditional folklore,train
gorillaz__greatest_hits_2023__cracker_island_tormenta_feel_good_incsegment16,Modern instrumental music,validation
arcangelo_corelli_16531713__sonate_da_chiesasegment19,Baroque Classical symbolism,train
elektra_op58__by_r_strauss_audio__sheet_musicsegment166,20th century experimental open view,train
havana_lounge__cuban_music_Linda_melodiasegment90,Modern instrumental music,validation
city_life_completesegment25,20th century abstractionism,test
african_folk_music_instrumental__marimba_kalimba__drumssegment76,African traditional folklore,train
john_cage_quartets_iviii_1976segment4,20th century abstractionism,train
ali_toure_farka__vol_1segment37,African traditional folklore,train
sibelius__finlandia_karelia_suite_valse_triste___presentat_cent_rec__sir_john_barbirollisegment124,20th century traditional open view,validation
odetta__sometimes_i_feel_like_cryin_full_vinyl_lpsegment14,African traditional folklore,validation
manu_chao_sus_mejores_exitos__manu_chao_30_grandes_exitossegment15,African traditional folklore,validation
