id,class,set
paulcezanne5,20th century experimental figure,train
martirossaryanmyhouseiserected1932,20th century traditional open view,validation
bartolomeestebanmurillogamedealers,Baroque Classical secular subject,train
edouardmanet58,Romanticism figure,train
vikingart1,European traditional folklore,train
nikopirosmaninursewithbaby,European traditional folklore,train
theodoregericault57,Romanticism figure,train
edvardmunch11,20th century experimental figure,train
hiroshigewindblowngrassacrossthemoon,Asian traditional folklore,train
edgardegas614,Romanticism figure,validation
juliemehretu5,Electronic music,train
theodoregericault6,Romanticism figure,train
raphaelkirchnerhappynewyear18993,20th century experimental figure,train
peterpaulrubens107,Baroque Classical symbolism,train
georgiaokeefee71,20th century experimental open view,train
ivanaivazovskygurzuf1859,Romanticism open view,validation
kittelsen35,European traditional folklore,train
marcchagall61,European traditional folklore,train
johnatkinsongrimshawtheturnoftheroad,Romanticism open view,train
duccio30,Renaissance symbolism,train
jeanmichelbasquiat29,Modern instrumental music,validation
b9b1c483a28a84cea9cf65cf3852509bc,Heavy metal,train
walterbattiss90,African traditional folklore,train
giovannibattistapiranesi45,Baroque Classical symbolism,train
vincentvangogh589,Romanticism open view,train
arkhipkuindzhisunlightinthepark,20th century traditional open view,test
mcescherselfportrait1,20th century experimental figure,test
claudemonet27,20th century traditional open view,train
pablopicasso4,20th century traditional figure,train
josemariavelasco5,20th century traditional open view,train
xoetal4,Electronic music,test
vincentvangogh877,Romanticism open view,test
pablopicasso36,20th century traditional figure,train
fraangelico7,Renaissance symbolism,train
sebastianodelpiombo5,Renaissance secular subject,train
vincentvangogh647,Romanticism figure,train
georgesseurat35,Romanticism figure,train
guanxiu8,Asian traditional folklore,train
augustnatterer6,European traditional folklore,train
franzmarc7,20th century experimental open view,train
katsushikahokusai64,Asian traditional folklore,train
paulklee132,20th century experimental figure,train
pierreaugusterenoir172,20th century traditional figure,validation
georgesseurat2,Romanticism open view,train
rembrandt3,Baroque Classical symbolism,validation
antoinepesneportraitofjohannmelchiordinglinger,Baroque Classical secular subject,train
joanmironotdetected227959,20th century abstractionism,train
richardpousettedartnowaturningorb,20th century abstractionism,train
henrimatisse146,20th century experimental figure,train
nicholasroerichpatrolofhimalayas1925,20th century traditional open view,train
vincentvangogh622,Romanticism figure,train
jaroslavkeluc13,20th century traditional open view,train
diegovelazquez40,Baroque Classical secular subject,test
martirossaryanportraitofjohnsteinbeck1963,20th century traditional figure,train
johnsingersargent52,20th century traditional open view,validation
vincentvangogh864,Romanticism open view,train
pablopicasso373,20th century abstractionism,train
vincentvangogh619,Romanticism figure,train
yiannistsaroychis9,European traditional folklore,train
stephenmopope7,American traditional folklore,test
peterblake27,Modern instrumental music,train
zdzislawbeksinski109,Heavy metal,train
vincentvangogh264,Romanticism open view,train
duccio45,Renaissance symbolism,train
konstantinvasilyev8,Heavy metal,train
hildegardofbingen1,European traditional folklore,train
marinapallares13,American traditional folklore,train
gustaveloiseau39,20th century experimental open view,validation
edmonialewishiawatha2,American traditional folklore,train
e81135dba617d04e177c9c23765a2290c,African traditional folklore,validation
bridgetriley21,Electronic music,validation
giulioromano3,Renaissance secular subject,train
giorgione13,Renaissance secular subject,train
ancientegipt42,African traditional folklore,train
mariaprimachenkomaidenplaystheluteandwaitsforherbeloved1982,European traditional folklore,train
vincentvangogh807,Romanticism open view,train
hiroyamagatajoandarc,Electronic music,train
paoloscheggistrutturamodulare1967,Electronic music,train
itojakuchuphoenixandsun,Asian traditional folklore,train
claudiotozzicorpigmentoluz,Electronic music,train
edgardegas46,Romanticism figure,train
nikopirosmanimushwithwineskins1912,European traditional folklore,train
leonardodavinci9,Renaissance symbolism,train
jacobisaakszoonvanruisdaelbentheimcastle1653,Baroque Classical secular subject,train
vincentvangogh437,Romanticism open view,train
giottodibondone70,Renaissance symbolism,train
salvadordali109,20th century abstractionism,train
fernandobotero15,Modern instrumental music,validation
pablopicasso11,20th century traditional figure,train
rajaravivarma17,Asian traditional folklore,test
hasegawatohakuetal8,Asian traditional folklore,train
theodorphilipsen4,20th century traditional open view,train
andywarhol141,Electronic music,train
kittelsen28,European traditional folklore,train
theodoregericault21,Romanticism figure,train
franciscodezurbaranappearanceofstpetertostpeternolasco1629,Baroque Classical symbolism,validation
odilonredonprofile1,20th century abstractionism,test
vermeer21,Baroque Classical secular subject,train
jorgegonzalezcamarena2,American traditional folklore,train
henridetoulouselautrec14,20th century traditional figure,validation
xoetal50,Electronic music,train
mikhailvrubel151,20th century traditional open view,train
franciscogoya220,Romanticism figure,test
nicholasroerichbirches1905,20th century experimental open view,train
sirlawrencealmatademapleading1876,Romanticism figure,train
juliemehretu1,Electronic music,test
vincentvangogh836,Romanticism figure,train
jeanfouquet4,Renaissance secular subject,train
andreirublev5,Renaissance symbolism,train
marktobeyloversoflight1960,20th century abstractionism,train
vasiliykandinskiy17,20th century experimental open view,train
diegorivera15,Modern instrumental music,train
pablopicasso339,20th century experimental figure,train
antoniopalolountitled1967,Electronic music,train
hiroshige9,Asian traditional folklore,train
rembrandt246,Baroque Classical secular subject,train
francescodelcossa34,Renaissance secular subject,validation
pieterbruegel22,Renaissance symbolism,train
mikalojusciurlionisspringmotif1908,20th century experimental open view,train
kazimirmalevich117,20th century traditional open view,train
alighieroboettidieciundicidodici1980,Electronic music,train
mariojoseangeles8,American traditional folklore,validation
giovannibattistatiepolo35,Baroque Classical symbolism,train
raphael97,Renaissance secular subject,validation
childehassamappletreesinbloomoldlyme,20th century traditional open view,train
vincentvangogh471,Romanticism open view,train
robertrauschenberg44,Modern instrumental music,train
pablopicasso223,20th century experimental figure,train
oloweofise3,African traditional folklore,train
rashidalkalifa6,Asian traditional folklore,validation
hieronymusbosch84,Renaissance secular subject,train
michelangelo15_2,Renaissance secular subject,train
jacobisaakszoonvanruisdaeltwowatermillsandanopensluice1653,Baroque Classical secular subject,train
barringtonwatson10,African traditional folklore,train
joseguadalupeposada18,American traditional folklore,train
mikhailnesterov49,European traditional folklore,train
pedrocoronel2,American traditional folklore,test
albrechtduerer189,Renaissance symbolism,train
vincentvangogh731,Romanticism open view,test
menez1,European traditional folklore,train
pablopicasso282,20th century traditional figure,train
eduardopaolozzidrpepper1948,Electronic music,train
gustaveloiseau26,20th century experimental open view,train
pablopicasso415,20th century traditional figure,validation
gerardterborchwomanwritingaletter,Baroque Classical secular subject,train
marcchagall227,20th century experimental open view,train
juandevaldeslealcoronationofsanjos,Baroque Classical symbolism,train
giorgioneyouthwithaguitarandtwogirlssittingonariverbank2,Renaissance secular subject,train
pierreaugusterenoir33,20th century traditional figure,train
6ff3f8b08438d7b2cb9614719eaedc39c,Heavy metal,train
edgardegas84,20th century traditional figure,train
jagdishswaminathan22,Asian traditional folklore,train
vincentvangogh258,Romanticism figure,train
beatrizmilhazes18,Electronic music,train
yokoyamataikanetal7,Asian traditional folklore,train
pablopicasso89,20th century experimental figure,train
franciscotoledo5,American traditional folklore,test
henridetoulouselautrec58,20th century traditional figure,train
joseclementeorozco16,American traditional folklore,train
andreirublev89,Renaissance symbolism,train
danseagraveetal8,Heavy metal,train
lorenzolotto13,Renaissance secular subject,train
ernstludwigkirchnerharnessedteam,20th century experimental figure,train
52158jp,Asian traditional folklore,train
konstantinbogaevskybibiheybat1932,20th century experimental open view,train
qibaishi3,Asian traditional folklore,train
peterpaulrubens7,Baroque Classical symbolism,train
jeanmichelbasquiat22,Modern instrumental music,train
katsushikahokusaicarps,Asian traditional folklore,train
maertenvanheemskerck11,Renaissance secular subject,train
mikhailvrubel131,20th century experimental figure,train
duccio46,Renaissance symbolism,train
gustavklimt3,20th century experimental figure,train
a1869158ffeab2a09876fbbe1afc7450c,Heavy metal,test
indianattack1910jpglarge,American traditional folklore,test
nicholasroerichhearth1902,20th century experimental figure,train
peterpaulrubens104,Baroque Classical symbolism,train
nicholasroerichkarelia1918,20th century traditional open view,train
samfrancisuntitled1981,20th century abstractionism,train
zandaqianetal21,Asian traditional folklore,train
alonzocanostjohntheevangelistandthepoisonedcup,Baroque Classical symbolism,train
albrechtduerer103,Renaissance symbolism,train
albrechtduerer321,Renaissance secular subject,train
vincentvangogh334,Romanticism figure,train
dimitrismytaras6,European traditional folklore,train
jeanbaptistesimeonchardin1,Baroque Classical secular subject,validation
antoineblanchardruedelapaixplacevendome,20th century traditional open view,train
pablopicasso7,20th century traditional open view,train
joseclementeorozco26,American traditional folklore,train
pablopicasso130,20th century experimental figure,train
